date,region,cum_cases,cum_deaths
2020-02-23,Cataluña,4,0
2020-02-24,Cataluña,4,0
2020-02-25,Cataluña,4,0
2020-02-26,Cataluña,4,0
2020-02-27,Cataluña,7,0
2020-02-28,Cataluña,9,0
2020-02-29,Cataluña,9,0
2020-03-01,Cataluña,11,0
2020-03-02,Cataluña,18,0
2020-03-03,Cataluña,27,0
2020-03-04,Cataluña,38,0
2020-03-05,Cataluña,44,0
2020-03-06,Cataluña,48,1
2020-03-07,Cataluña,51,2
2020-03-08,Cataluña,60,2
2020-03-09,Cataluña,86,3
2020-03-10,Cataluña,142,4
2020-03-11,Cataluña,241,6
2020-03-12,Cataluña,455,12
2020-03-13,Cataluña,773,24
2020-03-14,Cataluña,1091,37
2020-03-15,Cataluña,1501,44
2020-03-16,Cataluña,2131,63
2020-03-17,Cataluña,2877,86
2020-03-18,Cataluña,3781,127
2020-03-19,Cataluña,4970,180
2020-03-20,Cataluña,6299,252
2020-03-21,Cataluña,7425,331
2020-03-22,Cataluña,8378,428
2020-03-23,Cataluña,9801,563
2020-03-24,Cataluña,11550,695
2020-03-25,Cataluña,13284,869
2020-03-26,Cataluña,15114,1037
2020-03-27,Cataluña,16760,1231
2020-03-28,Cataluña,18193,1415
2020-03-29,Cataluña,19302,1602
2020-03-30,Cataluña,20943,1814
2020-03-31,Cataluña,22574,2010
2020-04-01,Cataluña,23996,2209
2020-04-02,Cataluña,25342,2385
2020-04-03,Cataluña,26766,2562
2020-04-04,Cataluña,27762,2728
2020-04-05,Cataluña,28420,2874
2020-04-06,Cataluña,29571,3042
2020-04-07,Cataluña,30743,3202
2020-04-08,Cataluña,31886,3376
2020-04-09,Cataluña,33113,3545
2020-04-10,Cataluña,34065,3702
2020-04-11,Cataluña,34850,3841
2020-04-12,Cataluña,35406,3972
2020-04-13,Cataluña,36018,4103
2020-04-14,Cataluña,37035,4247
2020-04-15,Cataluña,38160,4381
2020-04-16,Cataluña,39263,4500
2020-04-17,Cataluña,40482,4636
2020-04-18,Cataluña,41126,4748
2020-04-19,Cataluña,41533,4856
2020-04-20,Cataluña,42294,4946
2020-04-21,Cataluña,43070,5046
2020-04-22,Cataluña,43834,5135
2020-04-23,Cataluña,44422,5213
2020-04-24,Cataluña,44974,5289
2020-04-25,Cataluña,45241,5368
2020-04-26,Cataluña,45460,5446
2020-04-27,Cataluña,45687,5513
2020-04-28,Cataluña,46053,5589
2020-04-29,Cataluña,46317,5656
2020-04-30,Cataluña,46601,5719
2020-05-01,Cataluña,46763,5772
2020-05-02,Cataluña,46888,5825
2020-05-03,Cataluña,46955,5887
2020-05-04,Cataluña,47113,5935
2020-05-05,Cataluña,47272,5985
2020-05-06,Cataluña,47470,6020
2020-05-07,Cataluña,47632,6065
2020-05-08,Cataluña,47816,6097
2020-05-09,Cataluña,47953,6118
2020-05-10,Cataluña,48026,6145
2020-05-11,Cataluña,48129,6178
2020-05-12,Cataluña,48221,6196
2020-05-13,Cataluña,48411,6213
2020-05-14,Cataluña,48630,6233
2020-05-15,Cataluña,48896,6251
2020-05-16,Cataluña,49041,6263
2020-05-17,Cataluña,49108,6277
2020-05-18,Cataluña,49353,6286
2020-05-19,Cataluña,49684,6301
2020-05-20,Cataluña,49960,6318
2020-05-21,Cataluña,50332,6329
2020-05-22,Cataluña,50755,6346
2020-05-23,Cataluña,50870,6362
2020-05-24,Cataluña,51029,6371
2020-05-25,Cataluña,51286,6386
2020-05-26,Cataluña,51563,6393
2020-05-27,Cataluña,51788,6402
2020-05-28,Cataluña,52029,6410
2020-05-29,Cataluña,52304,6420
2020-05-30,Cataluña,52435,6427
2020-05-31,Cataluña,52489,6434
2020-06-01,Cataluña,52557,6439
2020-06-02,Cataluña,52676,6444
2020-06-03,Cataluña,52876,6453
2020-06-04,Cataluña,53052,6460
2020-06-05,Cataluña,53326,6463
2020-06-06,Cataluña,53407,6467
2020-06-07,Cataluña,53451,6469
2020-06-08,Cataluña,53550,6477
2020-06-09,Cataluña,53701,6477
2020-06-10,Cataluña,53886,6480
2020-06-11,Cataluña,54024,6482
2020-06-12,Cataluña,54195,6483
2020-06-13,Cataluña,54235,6489
2020-06-14,Cataluña,54267,6494
2020-06-15,Cataluña,54351,6500
2020-06-16,Cataluña,54470,6501
2020-06-17,Cataluña,54555,6503
2020-06-18,Cataluña,54664,6504
2020-06-19,Cataluña,54783,6507
2020-06-20,Cataluña,54838,6509
2020-06-21,Cataluña,54875,6510
2020-06-22,Cataluña,54969,6511
2020-06-23,Cataluña,55131,6512
2020-06-24,Cataluña,55179,6513
2020-06-25,Cataluña,55294,6515
2020-06-26,Cataluña,55544,6516
2020-06-27,Cataluña,55606,6516
2020-06-28,Cataluña,55678,6517
2020-06-29,Cataluña,55797,6518
2020-06-30,Cataluña,55993,6521
2020-07-01,Cataluña,56244,6522
2020-07-02,Cataluña,56509,6523
2020-07-03,Cataluña,56822,6524
2020-07-04,Cataluña,56972,6526
2020-07-05,Cataluña,57079,6526
2020-07-06,Cataluña,57251,6526
2020-07-07,Cataluña,57632,6528
2020-07-08,Cataluña,58056,6528
2020-07-09,Cataluña,58561,6529
2020-07-10,Cataluña,59298,6531
2020-07-11,Cataluña,59557,6534
2020-07-12,Cataluña,59771,6535
2020-07-13,Cataluña,60312,6535
2020-07-14,Cataluña,61025,6535
2020-07-15,Cataluña,61918,6535
2020-07-16,Cataluña,62794,6535
2020-07-17,Cataluña,63893,6536
2020-07-18,Cataluña,64543,6538
2020-07-19,Cataluña,64953,6540
2020-07-20,Cataluña,65814,6545
2020-07-21,Cataluña,67071,6551
2020-07-22,Cataluña,68250,6554
2020-07-23,Cataluña,69406,6556
2020-07-24,Cataluña,70595,6560
2020-07-25,Cataluña,71111,6567
2020-07-26,Cataluña,71578,6572
2020-07-27,Cataluña,72442,6580
2020-07-28,Cataluña,73728,6582
2020-07-29,Cataluña,75094,6586
2020-07-30,Cataluña,76263,6592
2020-07-31,Cataluña,77542,6599
2020-08-01,Cataluña,78134,6606
2020-08-02,Cataluña,78479,6610
2020-08-03,Cataluña,79347,6612
2020-08-04,Cataluña,80516,6620
2020-08-05,Cataluña,81600,6626
2020-08-06,Cataluña,82682,6636
2020-08-07,Cataluña,83910,6641
2020-08-08,Cataluña,84463,6643
2020-08-09,Cataluña,84842,6650
2020-08-10,Cataluña,85848,6659
2020-08-11,Cataluña,86995,6666
2020-08-12,Cataluña,88128,6672
2020-08-13,Cataluña,89266,6680
2020-08-14,Cataluña,90562,6689
2020-08-15,Cataluña,91149,6696
2020-08-16,Cataluña,91590,6700
2020-08-17,Cataluña,92616,6706
2020-08-18,Cataluña,93973,6715
2020-08-19,Cataluña,95229,6723
2020-08-20,Cataluña,96570,6735
2020-08-21,Cataluña,98024,6741
2020-08-22,Cataluña,98589,6748
2020-08-23,Cataluña,99053,6756
2020-08-24,Cataluña,100233,6773
2020-08-25,Cataluña,101653,6779
2020-08-26,Cataluña,103163,6787
2020-08-27,Cataluña,104527,6797
2020-08-28,Cataluña,105890,6808
2020-08-29,Cataluña,106435,6815
2020-08-30,Cataluña,106905,6825
2020-08-31,Cataluña,108051,6833
2020-09-01,Cataluña,109429,6845
2020-09-02,Cataluña,110603,6853
2020-09-03,Cataluña,111866,6866
2020-09-04,Cataluña,113356,6878
2020-09-05,Cataluña,113953,6887
2020-09-06,Cataluña,114365,6895
2020-09-07,Cataluña,115397,6904
2020-09-08,Cataluña,116635,6912
2020-09-09,Cataluña,117865,6926
2020-09-10,Cataluña,119315,6941
2020-09-11,Cataluña,119895,6948
2020-09-12,Cataluña,120542,6951
2020-09-13,Cataluña,120969,6956
2020-09-14,Cataluña,122032,6974
2020-09-15,Cataluña,123552,6981
2020-09-16,Cataluña,125008,6991
2020-09-17,Cataluña,126254,6999
2020-09-18,Cataluña,127773,7011
2020-09-19,Cataluña,128343,7021
2020-09-20,Cataluña,128827,7025
2020-09-21,Cataluña,130095,7037
2020-09-22,Cataluña,131439,7042
2020-09-23,Cataluña,132843,7050
2020-09-24,Cataluña,133746,7063
2020-09-25,Cataluña,135060,7073
2020-09-26,Cataluña,135673,7079
2020-09-27,Cataluña,136066,7093
2020-09-28,Cataluña,137280,7105
2020-09-29,Cataluña,138807,7121
2020-09-30,Cataluña,140329,7137
2020-10-01,Cataluña,141913,7148
2020-10-02,Cataluña,143761,7156
2020-10-03,Cataluña,144580,7167
2020-10-04,Cataluña,145192,7179
2020-10-05,Cataluña,146851,7189
2020-10-06,Cataluña,149033,7203
2020-10-07,Cataluña,151139,7211
2020-10-08,Cataluña,153671,7222
2020-10-09,Cataluña,156565,7240
2020-10-10,Cataluña,157742,7257
2020-10-11,Cataluña,158829,7273
2020-10-12,Cataluña,159905,7290
2020-10-13,Cataluña,162889,7302
2020-10-14,Cataluña,166565,7313
2020-10-15,Cataluña,170510,7332
2020-10-16,Cataluña,174694,7357
2020-10-17,Cataluña,176643,7378
2020-10-18,Cataluña,178152,7399
2020-10-19,Cataluña,182128,7429
2020-10-20,Cataluña,187868,7452
2020-10-21,Cataluña,193973,7474
2020-10-22,Cataluña,200186,7506
2020-10-23,Cataluña,205972,7544
2020-10-24,Cataluña,208602,7574
2020-10-25,Cataluña,210716,7606
2020-10-26,Cataluña,216142,7656
2020-10-27,Cataluña,222043,7695
2020-10-28,Cataluña,227610,7743
2020-10-29,Cataluña,232534,7782
2020-10-30,Cataluña,237687,7849
2020-10-31,Cataluña,240255,7905
2020-11-01,Cataluña,241879,7954
2020-11-02,Cataluña,246970,8015
2020-11-03,Cataluña,252180,8084
2020-11-04,Cataluña,256696,8154
2020-11-05,Cataluña,260926,8230
2020-11-06,Cataluña,264955,8284
2020-11-07,Cataluña,266627,8334
2020-11-08,Cataluña,267612,8400
2020-11-09,Cataluña,271093,8475
2020-11-10,Cataluña,274812,8526
2020-11-11,Cataluña,277802,8589
2020-11-12,Cataluña,280448,8654
2020-11-13,Cataluña,282957,8706
2020-11-14,Cataluña,284005,8756
2020-11-15,Cataluña,284600,8803
2020-11-16,Cataluña,287180,8861
2020-11-17,Cataluña,289664,8919
2020-11-18,Cataluña,291658,8973
2020-11-19,Cataluña,293387,9024
2020-11-20,Cataluña,295111,9069
2020-11-21,Cataluña,295705,9115
2020-11-22,Cataluña,296111,9147
2020-11-23,Cataluña,297839,9194
2020-11-24,Cataluña,299440,9214
2020-11-25,Cataluña,300916,9274
2020-11-26,Cataluña,302253,9316
2020-11-27,Cataluña,303785,9363
2020-11-28,Cataluña,304397,9402
2020-11-29,Cataluña,304788,9445
2020-11-30,Cataluña,306333,9492
2020-12-01,Cataluña,307817,9538
2020-12-02,Cataluña,309224,9572
2020-12-03,Cataluña,310446,9631
2020-12-04,Cataluña,311674,9666
2020-12-05,Cataluña,312179,9697
2020-12-06,Cataluña,312546,9728
2020-12-07,Cataluña,314025,9759
2020-12-08,Cataluña,314476,9791
2020-12-09,Cataluña,316382,9833
2020-12-10,Cataluña,318135,9883
2020-12-11,Cataluña,319977,9913
2020-12-12,Cataluña,320759,9945
2020-12-13,Cataluña,321368,9975
2020-12-14,Cataluña,323648,9994
2020-12-15,Cataluña,325876,10027
2020-12-16,Cataluña,327933,10050
2020-12-17,Cataluña,329971,10074
2020-12-18,Cataluña,332228,10107
2020-12-19,Cataluña,333268,10137
2020-12-20,Cataluña,333984,10171
2020-12-21,Cataluña,336737,10196
2020-12-22,Cataluña,339495,10237
2020-12-23,Cataluña,342208,10282
2020-12-24,Cataluña,344660,10311
2020-12-25,Cataluña,345429,10341
2020-12-26,Cataluña,346414,10378
2020-12-27,Cataluña,347334,10410
2020-12-28,Cataluña,350988,10451
2020-12-29,Cataluña,354824,10491
2020-12-30,Cataluña,358585,10536
2020-12-31,Cataluña,362296,10578
2020-01-01,Ceuta,0,0
2020-01-02,Ceuta,0,0
2020-01-03,Ceuta,0,0
2020-01-04,Ceuta,0,0
2020-01-05,Ceuta,0,0
2020-01-06,Ceuta,0,0
2020-01-07,Ceuta,0,0
2020-01-08,Ceuta,0,0
2020-01-09,Ceuta,0,0
2020-01-10,Ceuta,0,0
2020-01-11,Ceuta,0,0
2020-01-12,Ceuta,0,0
2020-01-13,Ceuta,0,0
2020-01-14,Ceuta,0,0
2020-01-15,Ceuta,0,0
2020-01-16,Ceuta,0,0
2020-01-17,Ceuta,0,0
2020-01-18,Ceuta,0,0
2020-01-19,Ceuta,0,0
2020-01-20,Ceuta,0,0
2020-01-21,Ceuta,0,0
2020-01-22,Ceuta,0,0
2020-01-23,Ceuta,0,0
2020-01-24,Ceuta,0,0
2020-01-25,Ceuta,0,0
2020-01-26,Ceuta,0,0
2020-01-27,Ceuta,0,0
2020-01-28,Ceuta,0,0
2020-01-29,Ceuta,0,0
2020-01-30,Ceuta,0,0
2020-01-31,Ceuta,0,0
2020-02-01,Ceuta,0,0
2020-02-02,Ceuta,0,0
2020-02-03,Ceuta,0,0
2020-02-04,Ceuta,0,0
2020-02-05,Ceuta,0,0
2020-02-06,Ceuta,0,0
2020-02-07,Ceuta,0,0
2020-02-08,Ceuta,0,0
2020-02-09,Ceuta,0,0
2020-02-10,Ceuta,0,0
2020-02-11,Ceuta,0,0
2020-02-12,Ceuta,0,0
2020-02-13,Ceuta,0,0
2020-02-14,Ceuta,0,0
2020-02-15,Ceuta,0,0
2020-02-16,Ceuta,0,0
2020-02-17,Ceuta,0,0
2020-02-18,Ceuta,0,0
2020-02-19,Ceuta,0,0
2020-02-20,Ceuta,0,0
2020-02-21,Ceuta,0,0
2020-02-22,Ceuta,0,0
2020-02-23,Ceuta,0,0
2020-02-24,Ceuta,0,0
2020-02-25,Ceuta,0,0
2020-02-26,Ceuta,0,0
2020-02-27,Ceuta,0,0
2020-02-28,Ceuta,0,0
2020-02-29,Ceuta,0,0
2020-03-01,Ceuta,0,0
2020-03-02,Ceuta,1,0
2020-03-03,Ceuta,1,0
2020-03-04,Ceuta,1,0
2020-03-05,Ceuta,1,0
2020-03-06,Ceuta,1,0
2020-03-07,Ceuta,1,0
2020-03-08,Ceuta,1,0
2020-03-09,Ceuta,1,0
2020-03-10,Ceuta,1,0
2020-03-11,Ceuta,1,0
2020-03-12,Ceuta,1,0
2020-03-13,Ceuta,1,0
2020-03-14,Ceuta,2,0
2020-03-15,Ceuta,2,0
2020-03-16,Ceuta,2,0
2020-03-17,Ceuta,2,0
2020-03-18,Ceuta,2,0
2020-03-19,Ceuta,6,0
2020-03-20,Ceuta,6,0
2020-03-21,Ceuta,6,0
2020-03-22,Ceuta,8,0
2020-03-23,Ceuta,9,0
2020-03-24,Ceuta,10,0
2020-03-25,Ceuta,11,0
2020-03-26,Ceuta,18,0
2020-03-27,Ceuta,18,1
2020-03-28,Ceuta,24,1
2020-03-29,Ceuta,30,1
2020-03-30,Ceuta,43,1
2020-03-31,Ceuta,56,1
2020-04-01,Ceuta,58,1
2020-04-02,Ceuta,62,1
2020-04-03,Ceuta,73,2
2020-04-04,Ceuta,83,2
2020-04-05,Ceuta,84,3
2020-04-06,Ceuta,84,4
2020-04-07,Ceuta,84,4
2020-04-08,Ceuta,87,4
2020-04-09,Ceuta,91,4
2020-04-10,Ceuta,93,4
2020-04-11,Ceuta,93,4
2020-04-12,Ceuta,95,4
2020-04-13,Ceuta,96,4
2020-04-14,Ceuta,98,4
2020-04-15,Ceuta,98,4
2020-04-16,Ceuta,99,4
2020-04-17,Ceuta,99,4
2020-04-18,Ceuta,99,4
2020-04-19,Ceuta,99,4
2020-04-20,Ceuta,99,4
2020-04-21,Ceuta,100,4
2020-04-22,Ceuta,100,4
2020-04-23,Ceuta,100,4
2020-04-24,Ceuta,100,4
2020-04-25,Ceuta,100,4
2020-04-26,Ceuta,100,4
2020-04-27,Ceuta,100,4
2020-04-28,Ceuta,101,4
2020-04-29,Ceuta,101,4
2020-04-30,Ceuta,101,4
2020-05-01,Ceuta,101,4
2020-05-02,Ceuta,101,4
2020-05-03,Ceuta,101,4
2020-05-04,Ceuta,101,4
2020-05-05,Ceuta,109,4
2020-05-06,Ceuta,109,4
2020-05-07,Ceuta,109,4
2020-05-08,Ceuta,110,4
2020-05-09,Ceuta,110,4
2020-05-10,Ceuta,110,4
2020-05-11,Ceuta,114,4
2020-05-12,Ceuta,115,4
2020-05-13,Ceuta,116,4
2020-05-14,Ceuta,116,4
2020-05-15,Ceuta,116,4
2020-05-16,Ceuta,116,4
2020-05-17,Ceuta,117,4
2020-05-18,Ceuta,119,4
2020-05-19,Ceuta,120,4
2020-05-20,Ceuta,121,4
2020-05-21,Ceuta,124,4
2020-05-22,Ceuta,124,4
2020-05-23,Ceuta,124,4
2020-05-24,Ceuta,124,4
2020-05-25,Ceuta,129,4
2020-05-26,Ceuta,129,4
2020-05-27,Ceuta,138,4
2020-05-28,Ceuta,145,4
2020-05-29,Ceuta,145,4
2020-05-30,Ceuta,145,4
2020-05-31,Ceuta,146,4
2020-06-01,Ceuta,155,4
2020-06-02,Ceuta,156,5
2020-06-03,Ceuta,163,5
2020-06-04,Ceuta,163,5
2020-06-05,Ceuta,163,5
2020-06-06,Ceuta,163,5
2020-06-07,Ceuta,163,5
2020-06-08,Ceuta,163,5
2020-06-09,Ceuta,163,5
2020-06-10,Ceuta,163,5
2020-06-11,Ceuta,163,5
2020-06-12,Ceuta,163,5
2020-06-13,Ceuta,163,5
2020-06-14,Ceuta,163,5
2020-06-15,Ceuta,163,5
2020-06-16,Ceuta,163,5
2020-06-17,Ceuta,163,5
2020-06-18,Ceuta,163,5
2020-06-19,Ceuta,163,5
2020-06-20,Ceuta,163,5
2020-06-21,Ceuta,163,5
2020-06-22,Ceuta,163,5
2020-06-23,Ceuta,163,5
2020-06-24,Ceuta,163,5
2020-06-25,Ceuta,163,5
2020-06-26,Ceuta,163,5
2020-06-27,Ceuta,163,5
2020-06-28,Ceuta,163,5
2020-06-29,Ceuta,163,5
2020-06-30,Ceuta,163,5
2020-07-01,Ceuta,163,5
2020-07-02,Ceuta,163,5
2020-07-03,Ceuta,163,5
2020-07-04,Ceuta,163,5
2020-07-05,Ceuta,163,5
2020-07-06,Ceuta,163,5
2020-07-07,Ceuta,163,5
2020-07-08,Ceuta,163,5
2020-07-09,Ceuta,163,5
2020-07-10,Ceuta,163,5
2020-07-11,Ceuta,163,5
2020-07-12,Ceuta,163,5
2020-07-13,Ceuta,163,5
2020-07-14,Ceuta,165,5
2020-07-15,Ceuta,165,5
2020-07-16,Ceuta,165,5
2020-07-17,Ceuta,165,5
2020-07-18,Ceuta,165,5
2020-07-19,Ceuta,165,5
2020-07-20,Ceuta,165,5
2020-07-21,Ceuta,165,5
2020-07-22,Ceuta,165,5
2020-07-23,Ceuta,165,5
2020-07-24,Ceuta,165,5
2020-07-25,Ceuta,165,5
2020-07-26,Ceuta,165,5
2020-07-27,Ceuta,165,5
2020-07-28,Ceuta,166,5
2020-07-29,Ceuta,167,5
2020-07-30,Ceuta,167,5
2020-07-31,Ceuta,167,5
2020-08-01,Ceuta,167,5
2020-08-02,Ceuta,167,5
2020-08-03,Ceuta,167,5
2020-08-04,Ceuta,167,5
2020-08-05,Ceuta,167,5
2020-08-06,Ceuta,167,5
2020-08-07,Ceuta,168,5
2020-08-08,Ceuta,169,5
2020-08-09,Ceuta,169,5
2020-08-10,Ceuta,170,5
2020-08-11,Ceuta,170,5
2020-08-12,Ceuta,171,5
2020-08-13,Ceuta,173,5
2020-08-14,Ceuta,177,5
2020-08-15,Ceuta,180,5
2020-08-16,Ceuta,185,5
2020-08-17,Ceuta,194,5
2020-08-18,Ceuta,197,5
2020-08-19,Ceuta,204,5
2020-08-20,Ceuta,210,5
2020-08-21,Ceuta,213,5
2020-08-22,Ceuta,221,5
2020-08-23,Ceuta,224,5
2020-08-24,Ceuta,233,5
2020-08-25,Ceuta,245,5
2020-08-26,Ceuta,250,5
2020-08-27,Ceuta,254,5
2020-08-28,Ceuta,268,6
2020-08-29,Ceuta,272,6
2020-08-30,Ceuta,280,6
2020-08-31,Ceuta,294,6
2020-09-01,Ceuta,303,6
2020-09-02,Ceuta,307,6
2020-09-03,Ceuta,312,6
2020-09-04,Ceuta,324,6
2020-09-05,Ceuta,333,6
2020-09-06,Ceuta,344,6
2020-09-07,Ceuta,345,7
2020-09-08,Ceuta,365,7
2020-09-09,Ceuta,370,8
2020-09-10,Ceuta,380,8
2020-09-11,Ceuta,399,9
2020-09-12,Ceuta,414,10
2020-09-13,Ceuta,417,10
2020-09-14,Ceuta,424,10
2020-09-15,Ceuta,431,10
2020-09-16,Ceuta,434,11
2020-09-17,Ceuta,445,11
2020-09-18,Ceuta,456,11
2020-09-19,Ceuta,465,12
2020-09-20,Ceuta,477,12
2020-09-21,Ceuta,488,12
2020-09-22,Ceuta,508,12
2020-09-23,Ceuta,514,12
2020-09-24,Ceuta,532,12
2020-09-25,Ceuta,551,12
2020-09-26,Ceuta,569,12
2020-09-27,Ceuta,575,12
2020-09-28,Ceuta,596,12
2020-09-29,Ceuta,608,12
2020-09-30,Ceuta,632,12
2020-10-01,Ceuta,647,12
2020-10-02,Ceuta,666,12
2020-10-03,Ceuta,680,13
2020-10-04,Ceuta,686,13
2020-10-05,Ceuta,701,13
2020-10-06,Ceuta,722,13
2020-10-07,Ceuta,759,13
2020-10-08,Ceuta,793,13
2020-10-09,Ceuta,821,14
2020-10-10,Ceuta,848,14
2020-10-11,Ceuta,863,14
2020-10-12,Ceuta,881,14
2020-10-13,Ceuta,909,15
2020-10-14,Ceuta,929,15
2020-10-15,Ceuta,952,15
2020-10-16,Ceuta,991,16
2020-10-17,Ceuta,1024,17
2020-10-18,Ceuta,1036,17
2020-10-19,Ceuta,1071,17
2020-10-20,Ceuta,1098,17
2020-10-21,Ceuta,1147,17
2020-10-22,Ceuta,1215,17
2020-10-23,Ceuta,1250,17
2020-10-24,Ceuta,1312,18
2020-10-25,Ceuta,1340,21
2020-10-26,Ceuta,1377,21
2020-10-27,Ceuta,1436,22
2020-10-28,Ceuta,1510,23
2020-10-29,Ceuta,1592,24
2020-10-30,Ceuta,1688,27
2020-10-31,Ceuta,1724,29
2020-11-01,Ceuta,1757,29
2020-11-02,Ceuta,1831,30
2020-11-03,Ceuta,1912,33
2020-11-04,Ceuta,1997,33
2020-11-05,Ceuta,2075,36
2020-11-06,Ceuta,2165,37
2020-11-07,Ceuta,2203,39
2020-11-08,Ceuta,2231,39
2020-11-09,Ceuta,2289,41
2020-11-10,Ceuta,2355,42
2020-11-11,Ceuta,2401,42
2020-11-12,Ceuta,2447,44
2020-11-13,Ceuta,2480,46
2020-11-14,Ceuta,2500,46
2020-11-15,Ceuta,2507,46
2020-11-16,Ceuta,2547,47
2020-11-17,Ceuta,2592,47
2020-11-18,Ceuta,2635,47
2020-11-19,Ceuta,2662,48
2020-11-20,Ceuta,2698,49
2020-11-21,Ceuta,2710,54
2020-11-22,Ceuta,2721,55
2020-11-23,Ceuta,2745,55
2020-11-24,Ceuta,2761,56
2020-11-25,Ceuta,2775,56
2020-11-26,Ceuta,2785,56
2020-11-27,Ceuta,2805,56
2020-11-28,Ceuta,2812,56
2020-11-29,Ceuta,2815,56
2020-11-30,Ceuta,2825,56
2020-12-01,Ceuta,2839,57
2020-12-02,Ceuta,2848,57
2020-12-03,Ceuta,2857,57
2020-12-04,Ceuta,2860,57
2020-12-05,Ceuta,2876,57
2020-12-06,Ceuta,2884,57
2020-12-07,Ceuta,2884,57
2020-12-08,Ceuta,2885,57
2020-12-09,Ceuta,2898,57
2020-12-10,Ceuta,2909,57
2020-12-11,Ceuta,2925,57
2020-12-12,Ceuta,2931,57
2020-12-13,Ceuta,2933,57
2020-12-14,Ceuta,2950,57
2020-12-15,Ceuta,2957,57
2020-12-16,Ceuta,2963,57
2020-12-17,Ceuta,2970,57
2020-12-18,Ceuta,2973,57
2020-12-19,Ceuta,2974,58
2020-12-20,Ceuta,2976,58
2020-12-21,Ceuta,2980,58
2020-12-22,Ceuta,2989,59
2020-12-23,Ceuta,2994,59
2020-12-24,Ceuta,2995,59
2020-12-25,Ceuta,2997,59
2020-12-26,Ceuta,3007,59
2020-12-27,Ceuta,3023,60
2020-12-28,Ceuta,3037,60
2020-12-29,Ceuta,3059,61
2020-12-30,Ceuta,3075,61
2020-12-31,Ceuta,3087,61
2020-01-01,Extremadura,0,0
2020-01-02,Extremadura,0,0
2020-01-03,Extremadura,0,0
2020-01-04,Extremadura,0,0
2020-01-05,Extremadura,0,0
2020-01-06,Extremadura,0,0
2020-01-07,Extremadura,0,0
2020-01-08,Extremadura,0,0
2020-01-09,Extremadura,0,0
2020-01-10,Extremadura,0,0
2020-01-11,Extremadura,0,0
2020-01-12,Extremadura,0,0
2020-01-13,Extremadura,0,0
2020-01-14,Extremadura,0,0
2020-01-15,Extremadura,0,0
2020-01-16,Extremadura,0,0
2020-01-17,Extremadura,0,0
2020-01-18,Extremadura,0,0
2020-01-19,Extremadura,0,0
2020-01-20,Extremadura,0,0
2020-01-21,Extremadura,0,0
2020-01-22,Extremadura,0,0
2020-01-23,Extremadura,0,0
2020-01-24,Extremadura,0,0
2020-01-25,Extremadura,0,0
2020-01-26,Extremadura,0,0
2020-01-27,Extremadura,0,0
2020-01-28,Extremadura,0,0
2020-01-29,Extremadura,0,0
2020-01-30,Extremadura,0,0
2020-01-31,Extremadura,0,0
2020-02-01,Extremadura,0,0
2020-02-02,Extremadura,0,0
2020-02-03,Extremadura,0,0
2020-02-04,Extremadura,0,0
2020-02-05,Extremadura,0,0
2020-02-06,Extremadura,0,0
2020-02-07,Extremadura,0,0
2020-02-08,Extremadura,0,0
2020-02-09,Extremadura,0,0
2020-02-10,Extremadura,0,0
2020-02-11,Extremadura,0,0
2020-02-12,Extremadura,0,0
2020-02-13,Extremadura,0,0
2020-02-14,Extremadura,0,0
2020-02-15,Extremadura,0,0
2020-02-16,Extremadura,0,0
2020-02-17,Extremadura,0,0
2020-02-18,Extremadura,0,0
2020-02-19,Extremadura,0,0
2020-02-20,Extremadura,0,0
2020-02-21,Extremadura,0,0
2020-02-22,Extremadura,0,0
2020-02-23,Extremadura,0,0
2020-02-24,Extremadura,0,0
2020-02-25,Extremadura,0,0
2020-02-26,Extremadura,0,0
2020-02-27,Extremadura,1,0
2020-02-28,Extremadura,1,0
2020-02-29,Extremadura,2,0
2020-03-01,Extremadura,5,0
2020-03-02,Extremadura,7,0
2020-03-03,Extremadura,8,0
2020-03-04,Extremadura,8,0
2020-03-05,Extremadura,8,0
2020-03-06,Extremadura,8,0
2020-03-07,Extremadura,9,0
2020-03-08,Extremadura,9,0
2020-03-09,Extremadura,11,0
2020-03-10,Extremadura,14,0
2020-03-11,Extremadura,22,1
2020-03-12,Extremadura,45,1
2020-03-13,Extremadura,81,1
